,0
2020.02.10.,http://www.fomos.kr/redirect/news_view?news_cate_id=7&entry_id=86198
2020.02.10.,http://www.sisafocus.co.kr/news/articleView.html?idxno=231945
2020.02.10.,http://www.newsis.com/view/?id=NISX20200210_0000913431&cID=13001&pID=13000
2020.02.10.,http://www.enewstoday.co.kr/news/articleView.html?idxno=1366873
2020.02.10.,http://www.gameshot.net/common/con_view.php?code=GA5e40a271612fb
2020.02.10.,http://www.ddaily.co.kr/news/article.html?no=191627
2020.02.10.,http://www.edaily.co.kr/news/newspath.asp?newsid=01849926625669208
2020.02.10.,http://www.ilovepc.co.kr/news/articleView.html?idxno=33482
2020.02.10.,http://moneys.mt.co.kr/news/mwView.php?no=2020021009288043606
2020.02.10.,http://www.srtimes.kr/news/articleView.html?idxno=55537
2020.02.10.,http://gamefocus.co.kr/detail.php?number=102124
2020.02.10.,http://inthenews.co.kr/article-34677/
2020.02.10.,http://www.asiatoday.co.kr/view.php?key=20200210010005106
2020.02.10.,http://www.etnews.com/20200210000064
2020.02.10.,https://asiatime.co.kr/news/newsview.php?ncode=1065573888025927
2020.02.10.,http://www.sisajournal-e.com/news/articleView.html?idxno=213377
2020.02.10.,http://www.newsway.co.kr/news/view?tp=1&ud=2020021009383422540
2020.02.10.,http://www.paxetv.com/news/articleView.html?idxno=86155
2020.02.10.,http://gamefocus.co.kr/detail.php?number=102131
2020.02.10.,http://digitalchosun.dizzo.com/site/data/html_dir/2020/02/10/2020021080055.html
2020.02.10.,http://www.ftoday.co.kr/news/articleView.html?idxno=114456
2020.02.10.,http://www.sportsseoul.com/news/read/881790
2020.02.10.,http://www.inews24.com/view/1241447
2020.02.10.,http://www.inews24.com/view/1241467
2020.02.10.,http://www.metroseoul.co.kr/news/newsview?newscd=2020021000039
2020.02.10.,http://www.edaily.co.kr/news/newspath.asp?newsid=02204166625669208
2020.02.10.,http://www.newstomato.com/ReadNews.aspx?no=950920
2020.02.10.,http://www.dizzotv.com/site/data/html_dir/2020/02/10/2020021080059.html
2020.02.10.,http://www.hankookilbo.com/news/npath/202002101097098119?did=NA
2020.02.10.,https://www.sedaily.com/NewsView/1YYVAFR0Y1
2020.02.10.,http://www.econovill.com/news/articleView.html?idxno=385084
2020.02.10.,http://www.viva100.com/main/view.php?key=20200210010003112
2020.02.10.,http://www.osen.co.kr/article/G1111306783
2020.02.10.,http://www.newspim.com/news/view/20200210000191
2020.02.10.,http://www.newsway.co.kr/news/view?tp=1&ud=2020021011011378635
2020.02.10.,http://www.etoday.co.kr/news/section/newsview.php?idxno=1854897
2020.02.10.,http://www.thisisgame.com/webzine/game/nboard/225/?n=101760
2020.02.10.,http://www.edaily.co.kr/news/newspath.asp?newsid=02512486625669208
2020.02.10.,https://www.paxnetnews.com/articles/56849
2020.02.10.,http://www.etnews.com/20200210000166
2020.02.10.,http://techm.kr/bbs/board.php?bo_table=article&wr_id=7695
2020.02.10.,http://www.ddaily.co.kr/news/article.html?no=191645
2020.02.10.,http://www.kukinews.com/news/article.html?no=746900
2020.02.10.,http://www.inven.co.kr/webzine/news/?news=233824
2020.02.10.,http://daily.hankooki.com/lpage/ittech/202002/dh20200210112930138240.htm
2020.02.10.,http://www.g-enews.com/ko-kr/news/article/news_all/202002101038167111bf45d5d5ea_1/article.html
2020.02.10.,http://www.datanet.co.kr/news/articleView.html?idxno=142302
2020.02.10.,http://www.mediasr.co.kr/news/articleView.html?idxno=56847
2020.02.10.,http://www.updownnews.co.kr/news/articleView.html?idxno=214852
2020.02.10.,http://it.chosun.com/site/data/html_dir/2020/02/10/2020021001699.html
2020.02.10.,http://www.bloter.net/archives/370545
2020.02.10.,http://www.gameple.co.kr/news/articleView.html?idxno=152181
2020.02.10.,http://www.fnnews.com/news/202002101255486207
2020.02.10.,https://www.tfmedia.co.kr/news/article.html?no=80274
2020.02.10.,http://www.newsway.co.kr/news/view?tp=1&ud=2020021013221214259
2020.02.10.,https://www.nocutnews.co.kr/news/5286569
2020.02.10.,http://www.newsis.com/view/?id=NISX20200210_0000913847&cID=13001&pID=13000
2020.02.10.,http://www.sisaweek.com/news/articleView.html?idxno=130843
2020.02.10.,http://www.koreastocknews.com/news/articleView.html?idxno=50283
2020.02.10.,http://www.munhwa.com/news/view.html?no=20200210MW141839515004
2020.02.10.,http://www.opinionnews.co.kr/news/articleView.html?idxno=29172
2020.02.10.,http://news.mtn.co.kr/newscenter/news_viewer.mtn?gidx=2020021011312256335
2020.02.10.,http://www.ekn.kr/news/article.html?no=480584
2020.02.10.,http://news1.kr/articles/?3838131
2020.02.10.,http://game.mk.co.kr/view.php?year=2020&no=137046
2020.02.10.,http://www.newspim.com/news/view/20200210000774
2020.02.10.,http://www.sisaon.co.kr/news/articleView.html?idxno=108920
2020.02.10.,http://www.gamechosun.co.kr/webzine/article/view.php?no=162685
2020.02.10.,http://www.sporbiz.co.kr/news/articleView.html?idxno=414199
2020.02.10.,http://news.bizwatch.co.kr/article/mobile/2020/02/10/0014/naver
2020.02.10.,http://www.newsworks.co.kr/news/articleView.html?idxno=431745
2020.02.10.,http://www.edaily.co.kr/news/newspath.asp?newsid=03699846625669208
2020.02.10.,http://game.mk.co.kr/view.php?year=2020&no=137526
2020.02.10.,http://www.nspna.com/news/?mode=view&newsid=409970
2020.02.10.,http://www.fnnews.com/news/202002101720467772
2020.02.10.,http://www.itdaily.kr/news/articleView.html?idxno=99809
2020.02.10.,http://news.mk.co.kr/newsRead.php?no=137863&year=2020
2020.02.10.,http://news.mk.co.kr/newsRead.php?no=137925&year=2020
2020.02.10.,http://www.osen.co.kr/article/G1111307067
2020.02.10.,http://it.chosun.com/site/data/html_dir/2020/02/10/2020021003175.html
2020.02.10.,http://it.chosun.com/site/data/html_dir/2020/02/10/2020021003465.html
2020.02.10.,http://www.g-enews.com/ko-kr/news/article/news_all/20200210082832863bf45d5d5ea_1/article.html
2020.02.11.,http://news.mt.co.kr/mtview.php?no=2020021108022989579
2020.02.11.,http://www.newsis.com/view/?id=NISX20200211_0000914667&cID=10401&pID=10400
2020.02.11.,http://www.etoday.co.kr/news/section/newsview.php?idxno=1855361
2020.02.11.,http://www.edaily.co.kr/news/newspath.asp?newsid=01643286625669536
2020.02.11.,http://www.asiatoday.co.kr/view.php?key=20200211010005812
2020.02.11.,http://www.newspim.com/news/view/20200211000103
2020.02.11.,http://news.mtn.co.kr/newscenter/news_viewer.mtn?gidx=2020021108382855174
2020.02.11.,http://www.businesspost.co.kr/BP?command=article_view&num=163267
2020.02.11.,http://www.econovill.com/news/articleView.html?idxno=385205
2020.02.11.,http://news.wowtv.co.kr/NewsCenter/News/Read?articleId=A202002110054&t=NN
2020.02.11.,http://www.edaily.co.kr/news/newspath.asp?newsid=01856486625669536
2020.02.11.,http://www.newstomato.com/ReadNews.aspx?no=951201
2020.02.11.,http://www.newsprime.co.kr/news/article.html?no=492747
2020.02.11.,http://game.mk.co.kr/view.php?year=2020&no=139170
2020.02.11.,http://www.newspim.com/news/view/20200211000432
2020.02.11.,http://www.sisaweek.com/news/articleView.html?idxno=130870
2020.02.11.,http://www.inews24.com/view/1241798
2020.02.11.,http://www.newsis.com/view/?id=NISX20200211_0000915027&cID=10401&pID=10400
2020.02.11.,http://www.updownnews.co.kr/news/articleView.html?idxno=214928
2020.02.11.,http://www.newspim.com/news/view/20200211001155
2020.02.13.,http://www.gameshot.net/common/con_view.php?code=GA5e45184272dd9
2020.02.14.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1250092
2020.02.14.,http://www.betanews.net:8080/article/1133962.html
2020.02.14.,http://www.inews24.com/view/1242773
2020.02.14.,http://www.zdnet.co.kr/view/?no=20200214110752
2020.02.14.,http://www.ajunews.com/view/20200214110931181
2020.02.14.,http://www.inven.co.kr/webzine/news/?news=234106
2020.02.14.,http://www.gametoc.co.kr/news/articleView.html?idxno=54097
2020.02.14.,http://news1.kr/articles/?3842521
2020.02.14.,http://www.electimes.com/article.php?aid=1581657610194298094
2020.02.14.,http://www.thisisgame.com/webzine/news/nboard/4/?n=101922
2020.02.14.,http://www.lawissue.co.kr/view.php?ud=20200214145418201204ead0791_12
2020.02.14.,http://www.news2day.co.kr/148257
2020.02.14.,http://gamefocus.co.kr/detail.php?number=102347
2020.02.14.,http://www.sisaon.co.kr/news/articleView.html?idxno=109147
2020.02.14.,http://www.newspim.com/news/view/20200214001075
2020.02.14.,http://www.fomos.kr/redirect/news_view?news_cate_id=7&entry_id=86446
2020.02.14.,http://www.newsworks.co.kr/news/articleView.html?idxno=433213
2020.02.14.,http://www.newsis.com/view/?id=NISX20200214_0000919813&cID=13001&pID=13000
2020.02.14.,http://www.gameshot.net/common/con_view.php?code=GA5e4621ef8b016
2020.02.14.,http://www.sportsseoul.com/news/read/883906
2020.02.15.,http://www.fintechpost.co.kr/news/articleView.html?idxno=101140
2020.02.16.,http://www.econovill.com/news/articleView.html?idxno=385701
2020.02.16.,http://www.osen.co.kr/article/G1111310622
2020.02.16.,http://www.etnews.com/20200214000272
2020.02.17.,http://www.sisaweek.com/news/articleView.html?idxno=131050
2020.02.17.,http://news.bizwatch.co.kr/article/mobile/2020/02/17/0010/naver
2020.02.18.,http://news.bizwatch.co.kr/article/mobile/2020/02/18/0014/naver
2020.02.18.,https://www.gamemeca.com/mv.php?inflow=naver_s&gid=1616256
2020.02.19.,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202002181041517640101519
2020.02.19.,http://www.businesspost.co.kr/BP?command=article_view&num=164558
2020.02.19.,http://www.wikitree.co.kr/main/news_view.php?id=506567
2020.02.20.,http://www.gameple.co.kr/news/articleView.html?idxno=152389
2020.02.20.,http://www.thisisgame.com/webzine/news/nboard/4/?n=102034
2020.02.20.,http://gamefocus.co.kr/detail.php?number=102489
2020.02.20.,http://www.betanews.net:8080/article/1136596.html
2020.02.20.,http://www.m-i.kr/news/articleView.html?idxno=683452
2020.02.20.,http://game.mk.co.kr/view.php?year=2020&no=175289
2020.02.20.,http://www.newsprime.co.kr/news/article.html?no=494099
2020.02.20.,http://game.donga.com/94516/
2020.02.20.,http://news1.kr/articles/?3847801
2020.02.20.,http://www.inews24.com/view/1244214
2020.02.20.,https://view.asiae.co.kr/article/2020022011513715563
2020.02.20.,http://www.etnews.com/20200220000140
2020.02.20.,http://www.gameshot.net/common/con_view.php?code=GA5e4e09f94a332
2020.02.20.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1251984
2020.02.20.,http://www.etoday.co.kr/news/section/newsview.php?idxno=1859616
2020.02.20.,http://moneys.mt.co.kr/news/mwView.php?no=2020022013518069290
2020.02.20.,http://www.thegames.co.kr/news/articleView.html?idxno=218562
2020.02.20.,http://www.newsis.com/view/?id=NISX20200220_0000925820&cID=13001&pID=13000
2020.02.20.,http://news.tf.co.kr/read/economy/1782227.htm
2020.02.20.,http://www.newsworks.co.kr/news/articleView.html?idxno=434578
2020.02.20.,http://biz.newdaily.co.kr/site/data/html/2020/02/20/2020022000091.html
2020.02.20.,http://sports.donga.com/3/all/20200220/99795235/1
2020.02.20.,http://news.mt.co.kr/mtview.php?no=2020022013552317514
2020.02.20.,http://www.nspna.com/news/?mode=view&newsid=412267
2020.02.20.,http://sports.chosun.com/news/ntype.htm?id=202002210100152500010026&servicedate=20200220
2020.02.20.,http://www.ftoday.co.kr/news/articleView.html?idxno=114742
2020.02.20.,http://news.bizwatch.co.kr/article/mobile/2020/02/20/0023/naver
2020.02.20.,http://www.seoulfn.com/news/articleView.html?idxno=372597
2020.02.20.,http://www.finomy.com/news/articleView.html?idxno=75350
2020.02.20.,http://www.zdnet.co.kr/view/?no=20200220171920
2020.02.20.,http://www.gametoc.co.kr/news/articleView.html?idxno=54150
2020.02.20.,http://daily.hankooki.com/lpage/ittech/202002/dh20200220180442138280.htm
2020.02.20.,http://www.inven.co.kr/webzine/news/?news=234371
2020.02.24.,http://www.updownnews.co.kr/news/articleView.html?idxno=215401
2020.02.25.,http://www.seoulfn.com/news/articleView.html?idxno=372984
2020.02.26.,http://news.mtn.co.kr/newscenter/news_viewer.mtn?gidx=2020022616152114358
2020.02.26.,http://www.sportsworldi.com/content/html/2020/02/26/20200226513397.html
2020.02.28.,http://www.donga.com/news/article/all/20200228/99920428/1
2020.02.28.,http://www.econovill.com/news/articleView.html?idxno=387141
2020.02.28.,http://www.itooza.com/common/iview.php?no=2020022809105319629
2020.02.29.,http://www.inews24.com/view/1246477
2020.03.01.,https://view.asiae.co.kr/article/2020022907370731688
2020.03.02.,http://www.inews24.com/view/1246754
2020.03.02.,http://www.newsis.com/view/?id=NISX20200302_0000938869&cID=10401&pID=10400
2020.03.02.,http://www.ekn.kr/news/article.html?no=485048
2020.03.02.,http://www.zdnet.co.kr/view/?no=20200302150851
2020.03.02.,http://www.etnews.com/20200302000183
2020.03.03.,http://www.edaily.co.kr/news/newspath.asp?newsid=01377606625699712
2020.03.03.,https://view.asiae.co.kr/article/2020030307495164139
2020.03.03.,http://news.mt.co.kr/mtview.php?no=2020030307392624558
2020.03.03.,http://www.etoday.co.kr/news/section/newsview.php?idxno=1864535
2020.03.03.,http://www.fnnews.com/news/202003030821023278
2020.03.03.,http://www.asiatoday.co.kr/view.php?key=20200303010001341
2020.03.03.,http://www.sporbiz.co.kr/news/articleView.html?idxno=419018
2020.03.03.,http://www.wikitree.co.kr/articles/510377
2020.03.03.,http://www.newspim.com/news/view/20200303000867
2020.03.03.,http://www.donga.com/news/article/all/20200303/99980387/1
2020.03.03.,http://www.newsway.co.kr/news/view?tp=1&ud=2020030313015493320
2020.03.03.,http://daily.hankooki.com/lpage/ittech/202003/dh20200303170914138280.htm
2020.03.04.,http://www.wikitree.co.kr/articles/510693
2020.03.04.,http://www.seoulfn.com/news/articleView.html?idxno=374189
2020.03.05.,http://news.mt.co.kr/mtview.php?no=2020030514202189816
2020.03.05.,http://www.viva100.com/main/view.php?key=20200305010002407
2020.03.05.,https://www.paxnetnews.com/articles/57831
2020.03.06.,http://www.edaily.co.kr/news/newspath.asp?newsid=01390726625700696
2020.03.06.,http://game.mk.co.kr/view.php?year=2020&no=238546
2020.03.06.,http://www.ajunews.com/view/20200306152503734
2020.03.08.,https://www.dailian.co.kr/news/view/874019?sc=Naver
2020.03.08.,http://www.fnnews.com/news/202003081655048315
2020.03.10.,https://www.ajunews.com/view/20200309141316147
2020.03.10.,http://news.bizwatch.co.kr/article/mobile/2020/03/10/0012/naver
2020.03.12.,http://www.kihoilbo.co.kr/news/articleView.html?idxno=856169
2020.03.12.,http://daily.hankooki.com/lpage/ittech/202003/dh20200312180253138280.htm
2020.03.13.,http://daily.hankooki.com/lpage/economy/202003/dh20200313095451138110.htm
2020.03.13.,http://www.wikitree.co.kr/articles/513677
2020.03.16.,http://news.mk.co.kr/v2/economy/view.php?year=2020&no=270841
2020.03.17.,http://www.digitaltoday.co.kr/news/articleView.html?idxno=226504
2020.03.18.,http://www.edaily.co.kr/news/newspath.asp?newsid=04237766625704632
2020.03.20.,http://www.gameple.co.kr/news/articleView.html?idxno=152934
2020.03.23.,http://www.ajunews.com/view/20200323082914814
2020.03.23.,https://www.hankyung.com/finance/article/2020032331736
2020.03.23.,http://www.epnc.co.kr/news/articleView.html?idxno=94948
2020.03.24.,http://www.ceoscoredaily.com/news/article.html?no=67575
2020.03.24.,http://www.donga.com/news/article/all/20200324/100327956/1
2020.03.26.,http://www.newspim.com/news/view/20200326000089
2020.03.26.,http://www.asiatoday.co.kr/view.php?key=20200326010016645
2020.03.26.,http://www.epnc.co.kr/news/articleView.html?idxno=95045
2020.03.30.,https://www.zdnet.co.kr/view/?no=20200330100156
2020.03.31.,http://www.dt.co.kr/contents.html?article_no=2020033102109931033004&ref=naver
2020.03.31.,http://www.inews24.com/view/1254383
2020.03.31.,http://game.donga.com/94926/
2020.03.31.,https://imnews.imbc.com/news/2020/culture/article/5691099_32654.html
2020.03.31.,http://www.edaily.co.kr/news/newspath.asp?newsid=03601446625708896
2020.03.31.,http://www.digitaltoday.co.kr/news/articleView.html?idxno=228794
2020.03.31.,https://www.asiatime.co.kr/news/newsview.php?ncode=1065597098258409
2020.03.31.,https://www.ytn.co.kr/_ln/0106_202003311708436254
2020.03.31.,https://biz.chosun.com/site/data/html_dir/2020/03/31/2020033104778.html?utm_source=naver&utm_medium=original&utm_campaign=biz
2020.03.31.,http://www.sporbiz.co.kr/news/articleView.html?idxno=426880
2020.03.31.,https://www.techm.kr/news/articleView.html?idxno=70489
2020.03.31.,http://isplus.live.joins.com/news/article/article.asp?total_id=23743879
2020.03.31.,http://www.updownnews.co.kr/news/articleView.html?idxno=217040
2020.03.31.,http://www.g-enews.com/ko-kr/news/article/news_all/202003311704219633bf45d5d5ea_1/article.html
2020.03.31.,http://game.mk.co.kr/view.php?year=2020&no=335616
2020.03.31.,https://www.ytn.co.kr/_ln/0103_202003311800016387
2020.04.01.,http://www.inews24.com/view/1254662
2020.04.01.,http://it.chosun.com/site/data/html_dir/2020/04/01/2020040104198.html
2020.04.01.,http://daily.hankooki.com/lpage/ittech/202004/dh20200401173518138280.htm
2020.04.01.,https://byline.network/?p=47352
2020.04.02.,http://www.gameple.co.kr/news/articleView.html?idxno=153129
2020.04.02.,http://www.kihoilbo.co.kr/news/articleView.html?idxno=859859
2020.04.02.,http://www.sporbiz.co.kr/news/articleView.html?idxno=427502
2020.04.03.,http://news.mk.co.kr/newsRead.php?no=346823&year=2020
2020.04.03.,https://cnbc.sbs.co.kr/article_hub/10000978673?division=NAVER
2020.04.03.,https://www.dailian.co.kr/news/view/880853?sc=Naver
2020.04.03.,http://www.edaily.co.kr/news/newspath.asp?newsid=01617046625732512
2020.04.03.,http://www.newspim.com/news/view/20200403000125
2020.04.03.,http://www.ezyeconomy.com/news/articleView.html?idxno=99538
2020.04.06.,http://www.edaily.co.kr/news/newspath.asp?newsid=01348086625733496
2020.04.06.,http://news.mt.co.kr/mtview.php?no=2020040607543846169
2020.04.06.,http://www.newspim.com/news/view/20200406000139
2020.04.06.,http://www.gameple.co.kr/news/articleView.html?idxno=153217
2020.04.06.,http://www.newspim.com/news/view/20200406001005
2020.04.07.,http://www.sporbiz.co.kr/news/articleView.html?idxno=428572
2020.04.07.,http://www.inews24.com/view/1256084
2020.04.08.,http://www.edaily.co.kr/news/newspath.asp?newsid=03512886625734152
2020.04.09.,http://game.mk.co.kr/view.php?year=2020&no=371015
2020.04.09.,http://www.gameple.co.kr/news/articleView.html?idxno=153279
2020.04.09.,http://www.thescoop.co.kr/news/articleView.html?idxno=38929
2020.04.09.,http://www.econovill.com/news/articleView.html?idxno=392722
2020.04.10.,http://www.ceoscoredaily.com/news/article.html?no=68350
2020.04.10.,http://www.newsway.co.kr/news/view?tp=1&ud=2020041015080139588
2020.04.10.,http://www.edaily.co.kr/news/newspath.asp?newsid=03571926625734808
2020.04.12.,http://www.edaily.co.kr/news/newspath.asp?newsid=01554726625735464
2020.04.12.,http://www.econovill.com/news/articleView.html?idxno=392894
2020.04.13.,http://news.mk.co.kr/v2/economy/view.php?year=2020&no=385023
2020.04.13.,http://www.thegames.co.kr/news/articleView.html?idxno=220023
2020.04.13.,https://www.sedaily.com/NewsView/1Z1GKDPWXM
2020.04.14.,http://www.econovill.com/news/articleView.html?idxno=393287
2020.04.16.,http://www.kihoilbo.co.kr/news/articleView.html?idxno=862387
2020.04.17.,http://www.etoday.co.kr/news/section/newsview.php?idxno=1884900
2020.04.20.,http://www.newspim.com/news/view/20200420000055
2020.04.20.,http://www.newsis.com/view/?id=NISX20200420_0000999021&cID=10401&pID=10400
2020.04.20.,http://www.newsprime.co.kr/news/article.html?no=501520
2020.04.20.,http://www.sisaon.co.kr/news/articleView.html?idxno=111900
2020.04.20.,http://www.ajunews.com/view/20200420144904714
2020.04.20.,http://www.wikitree.co.kr/articles/525265
2020.04.20.,http://www.econonews.co.kr/news/articleView.html?idxno=117081
2020.04.21.,http://www.newsis.com/view/?id=NISX20200421_0001000547&cID=10817&pID=14000
2020.04.21.,http://www.topstarnews.net/news/articleView.html?idxno=766345
2020.04.21.,https://www.news1.kr/articles/?3913267
2020.04.21.,https://www.news1.kr/articles/?3913649
2020.04.21.,http://www.joongboo.com/news/articleView.html?idxno=363415240
2020.04.22.,https://www.techm.kr/news/articleView.html?idxno=71156
2020.04.23.,http://news.heraldcorp.com/view.php?ud=20200423000671
2020.04.23.,https://www.sedaily.com/NewsView/1Z1L5A4MG4
2020.04.23.,http://www.kmaeil.com/news/articleView.html?idxno=220030
2020.04.23.,http://www.fnnews.com/news/202004231548494526
2020.04.23.,http://news.bizwatch.co.kr/article/mobile/2020/04/23/0024/naver
2020.04.23.,http://www.newspim.com/news/view/20200423001051
2020.04.24.,http://www.ajunews.com/view/20200423154912570
2020.04.24.,http://www.digitaltoday.co.kr/news/articleView.html?idxno=231629
2020.04.24.,http://news.mtn.co.kr/newscenter/news_viewer.mtn?gidx=2020042410112122769
2020.04.24.,http://www.naeil.com/news_view/?id_art=347820
2020.04.27.,http://www.fintechpost.co.kr/news/articleView.html?idxno=111517
2020.04.29.,http://www.inews24.com/view/1261312
2020.04.29.,http://gamefocus.co.kr/detail.php?number=104712
2020.04.29.,https://www.zdnet.co.kr/view/?no=20200427215859
2020.04.29.,https://www.news1.kr/articles/?3921624
2020.04.29.,http://game.mk.co.kr/view.php?year=2020&no=446183
2020.04.29.,http://www.gametoc.co.kr/news/articleView.html?idxno=54705
2020.04.29.,http://www.inews24.com/view/1261896
